channel_id,site_store,region,store_type,urbanization,b2b_b2c
TGPP,60001298,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60001310,KVMTR,Độc lập,Nội thành,B2B
TGPP,60001311,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60001314,KVMTR,Độc lập,Nội thành,B2B
TGPP,60001325,KVMTR,Độc lập,Nội thành,B2B
TGPP,60001336,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60001341,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60001343,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60001371,KVMTR,Khác,Khác,B2B
TGPP,60001405,KVMTR,Khác,Khác,B2B
TGPP,60001710,KVMB,Độc lập,Nông thôn,B2B
TGPP,60001716,KVMB,Độc lập,Nội thành,B2B
TGPP,60002004,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60002021,KVMTR,Khác,Khác,B2B
TGPP,60002302,KVMTR,Độc lập,Nội thành,B2B
TGPP,60002345,KVMTR,Khác,Nội thành,B2B
TGPP,60002387,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60002604,KVMTR,Độc lập,Khác,B2B
TGPP,60002726,KVMTR,Độc lập,Nội thành,B2B
TGPP,60002735,KVMTR,Khác,Nội thành,B2B
TGPP,60002876,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60002895,KVMB,Độc lập,Khác,B2B
TGPP,60002898,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60002927,KVTN,Độc lập,Khác,B2B
TGPP,60002980,KVMTR,Độc lập,Nội thành,B2B
TGPP,60003012,KVMB,Độc lập,Khác,B2B
TGPP,60003030,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60003062,KVTN,Độc lập,Khác,B2B
TGPP,60003070,KVMTR,Độc lập,Nội thành,B2B
TGPP,60003078,KVTN,Độc lập,Khác,B2B
TGPP,60003098,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60003119,KVMB,Độc lập,Khác,B2B
TGPP,60003185,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60003203,KVMB,Độc lập,Khác,B2B
TGPP,60003210,KVMTR,Độc lập,Nông thôn,B2B
TGPP,60003305,KVMB,Độc lập,Khác,B2B
TGPP,60003527,KVMTR,Độc lập,Nông thôn,B2B
TGPP,40000000,KVMT,Khác,Khác,B2B
TGPP,40000007,KVMT,Khác,Khác,B2B
TGPP,60000650,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000663,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000676,KVMT,Độc lập,Nội thành,B2B
TGPP,60000688,KVMT,Độc lập,Nội thành,B2B
TGPP,60000694,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000697,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000710,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000711,KVMT,Độc lập,Nội thành,B2B
TGPP,60000713,KVMT,Độc lập,Nội thành,B2B
TGPP,60000715,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000716,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000722,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000758,KVMT,Độc lập,Khác,B2B
TGPP,60000768,KVMT,Độc lập,Khác,B2B
TGPP,60000781,KVMT,Độc lập,Khác,B2B
TGPP,60000792,KVMT,Độc lập,Khác,B2B
TGPP,60000796,KVMT,Độc lập,Khác,B2B
TGPP,60000797,KVMT,Độc lập,Khác,B2B
TGPP,60000798,KVMT,Độc lập,Khác,B2B
TGPP,60000804,KVMT,Độc lập,Khác,B2B
TGPP,60000805,KVMT,Độc lập,Khác,B2B
TGPP,60000808,KVMT,Độc lập,Khác,B2B
TGPP,60000809,KVMT,Độc lập,Khác,B2B
TGPP,60000813,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000819,KVMT,Độc lập,Nội thành,B2B
TGPP,60000826,KVMT,Độc lập,Nội thành,B2B
TGPP,60000827,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000835,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000844,KVMT,Độc lập,Nội thành,B2B
TGPP,60000848,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000851,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000852,KVMT,Độc lập,Nội thành,B2B
TGPP,60000860,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000863,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000865,KVMT,Độc lập,Nội thành,B2B
TGPP,60000890,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000901,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000902,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000905,KVMT,Độc lập,Nông thôn,B2B
TGPP,60000911,KVMT,Độc lập,Nông thôn,B2B
TGPP,60001422,KVMT,Khác,Khác,B2B
TGPP,60002409,KVMT,Độc lập,Nội thành,B2B
TGPP,60002451,KVMT,Độc lập,Khác,B2B
TGPP,60002637,KVMT,Độc lập,Khác,B2B
TGPP,60002750,KVMT,Độc lập,Khác,B2B
TGPP,60002803,KVMT,Khác,Khác,B2B
TGPP,60002815,KVMT,Độc lập,Khác,B2B
TGPP,60002907,KVMT,Độc lập,Nông thôn,B2B
TGPP,60002972,KVMT,Độc lập,Nông thôn,B2B
TGPP,60003267,KVMT,Độc lập,Nông thôn,B2B
TGPP,60003380,KVMT,Độc lập,Khác,B2B
TGPP,30000075,KVTN,Khác,Khác,B2B
TGPP,30000108,KVTN,Khác,Khác,B2B
TGPP,30000109,KVTN,Khác,Khác,B2B
TGPP,30000110,KVTN,Khác,Khác,B2B
TGPP,30000111,KVTN,Khác,Khác,B2B
TGPP,60000926,KVTN,Độc lập,Khác,B2B
TGPP,60000932,KVTN,Độc lập,Khác,B2B
TGPP,60000935,KVTN,Độc lập,Khác,B2B
TGPP,60000936,KVTN,Độc lập,Khác,B2B
TGPP,60000938,KVTN,Độc lập,Khác,B2B
TGPP,60000940,KVTN,Độc lập,Khác,B2B
TGPP,60000941,KVTN,Độc lập,Khác,B2B
TGPP,60000942,KVTN,Độc lập,Khác,B2B
TGPP,60000952,KVTN,Độc lập,Khác,B2B
TGPP,60000955,KVTN,Độc lập,Khác,B2B
TGPP,60000957,KVTN,Độc lập,Khác,B2B
TGPP,60000960,KVTN,Độc lập,Khác,B2B
TGPP,60000963,KVTN,Độc lập,Khác,B2B
TGPP,60000968,KVTN,Độc lập,Khác,B2B
TGPP,60000970,KVTN,Độc lập,Khác,B2B
TGPP,60001004,KVTN,Độc lập,Khác,B2B
TGPP,60001018,KVTN,Độc lập,Khác,B2B
TGPP,60001038,KVTN,Độc lập,Khác,B2B
TGPP,60001047,KVTN,Độc lập,Nội thành,B2B
TGPP,60001048,KVTN,Độc lập,Nội thành,B2B
TGPP,60001053,KVTN,Độc lập,Nông thôn,B2B
TGPP,60001060,KVTN,Độc lập,Nông thôn,B2B
TGPP,60001073,KVTN,Độc lập,Nông thôn,B2B
TGPP,60001080,KVTN,Độc lập,Nội thành,B2B
TGPP,60001083,KVTN,Độc lập,Khác,B2B
TGPP,60001099,KVTN,Độc lập,Nông thôn,B2B
TGPP,60001111,KVTN,Độc lập,Nội thành,B2B
TGPP,60001120,KVTN,Độc lập,Khác,B2B
TGPP,60001126,KVTN,Độc lập,Nội thành,B2B
TGPP,60001132,KVTN,Độc lập,Nông thôn,B2B
TGPP,60001136,KVTN,Độc lập,Nông thôn,B2B
TGPP,60001137,KVTN,Độc lập,Nông thôn,B2B
TGPP,60001139,KVTN,Độc lập,Nội thành,B2B
TGPP,60001149,KVTN,Độc lập,Khác,B2B
TGPP,60001153,KVTN,Độc lập,Nội thành,B2B
TGPP,60001358,KVTN,Độc lập,Khác,B2B
TGPP,60001389,KVTN,Độc lập,Nội thành,B2B
TGPP,60002281,KVTN,Độc lập,Khác,B2B
TGPP,60002295,KVTN,Độc lập,Khác,B2B
TGPP,60002666,KVTN,Độc lập,Nội thành,B2B
TGPP,60002671,KVTN,Độc lập,Nội thành,B2B
TGPP,60002753,KVTN,Độc lập,Nông thôn,B2B
TGPP,60002861,KVTN,Độc lập,Khác,B2B
TGPP,60003001,KVTN,Độc lập,Khác,B2B
TGPP,60003005,KVTN,Độc lập,Nông thôn,B2B
TGPP,60003052,KVTN,Độc lập,Khác,B2B
TGPP,60003065,KVTN,Độc lập,Khác,B2B
TGPP,60003117,KVTN,Độc lập,Khác,B2B
TGPP,60003191,KVTN,Độc lập,Khác,B2B
TGPP,60003219,KVTN,Độc lập,Khác,B2B
TGPP,20000076,Trung Quốc,Độc lập,Khác,B2B
TGPP,20000085,Trung Quốc,Độc lập,Khác,B2B
TGPP,20000086,Trung Quốc,Độc lập,Khác,B2B
TGPP,20000095,Trung Quốc,Độc lập,Khác,B2B
TGPP,20000096,Trung Quốc,Độc lập,Khác,B2B
TGPP,20000099,Trung Quốc,Độc lập,Khác,B2B
TGPP,20000101,Trung Quốc,Độc lập,Khác,B2B
TGPP,40000088,Trung Quốc,Khác,Khác,B2B
TGPP,60002316,Trung Quốc,Khác,Khác,B2B
TGPP,40000115,KVMN,Khác,Khác,B2B
TGPP,40000118,KVMN,Khác,Khác,B2B
TGPP,40000120,KVMN,Khác,Khác,B2B
TGPP,60000077,KVMN,Độc lập,Nội thành,B2B
TGPP,60001196,KVMN,Khác,Nội thành,B2B
TGPP,60002636,KVMN,Khác,Nội thành,B2B
TGPP,60003570,KVMN,Độc lập,Nông thôn,B2B
TGPP,60003585,KVMN,Độc lập,Nội thành,B2B
TGPP,60003631,KVMN,Độc lập,Nội thành,B2B
TGPP,60003650,KVMN,Độc lập,Nội thành,B2B
TGPP,60003660,KVMN,Độc lập,Nội thành,B2B
TGPP,40000175,KVMB,Khác,Khác,B2B
TGPP,40000180,KVMB,Khác,Khác,B2B
TGPP,60003565,KVMB,Độc lập,Nội thành,B2B
TGPP,60003615,KVMB,Độc lập,Nội thành,B2B
TGPP,20000208,Trung Quốc,Khác,Khác,B2B
TGPP,60003440,Trung Quốc,Khác,Khác,B2B
TGPP,40000003,KVMT,Khác,Khác,B2B
TGPP,60002801,KVMT,Khác,Khác,B2B
TGPP,30000100,KVTN,Khác,Khác,B2B
TGPP,30000112,KVTN,Khác,Khác,B2B
TGPP,60000975,KVTN,Độc lập,Khác,B2B
TGPP,60001410,KVMTR,Độc lập,Khác,B2B
TGPP,60002670,KVTN,Độc lập,Nội thành,B2B
TGPP,60003375,Khác,Khác,TT hành chính kinh tế,B2B
TGPP,20000210,KVCA,Khác,Khác,B2B
TGPP,60003696,KVMB,Độc lập,Nội thành,B2B
TGPP,60003755,KVMN,Độc lập,Nội thành,B2B
TGPP,60003775,KVMB,Độc lập,Nội thành,B2B
TGPP,60003777,KVMB,Độc lập,Nội thành,B2B
TGPP,60003787,KVMN,Độc lập,Nông thôn,B2B
ONLINE,60003155,Khác,Online,Khác,B2C
ONLINE,60003156,Khác,Online,Khác,B2C
ONLINE,60003157,Khác,Online,Khác,B2C
ONLINE,60003158,Khác,Online,Khác,B2C
ONLINE,60003160,Khác,Online,Khác,B2C
ONLINE,60003162,Khác,Online,Khác,B2C
ONLINE,60003163,Khác,Online,Khác,B2C
ONLINE,60003164,Khác,Online,Khác,B2C
ONLINE,60003217,Khác,Online,Khác,B2C
ONLINE,60003260,Khác,Online,Khác,B2C
ONLINE,60003335,Khác,Online,Khác,B2C
ONLINE,60003350,Khác,Online,Khác,B2C
ONLINE,60003355,Khác,Online,Khác,B2C
ONLINE,60003470,Khác,Online,Khác,B2C
ONLINE,60003477,Khác,Online,Khác,B2C
CHTT,60003183,Khác,Khác,Khác,B2C
ONLINE,60003605,Khác,Online,Khác,B2C
ONLINE,60003500,Khác,Online,Khác,B2C
ONLINE,60003651,Khác,Online,Khác,B2C
CHTT,1101,KVMN,Độc lập,Nội thành,B2C
CHTT,1102,KVMN,Pop - up,Nội thành,B2C
CHTT,1103,KVMN,Độc lập,Nội thành,B2C
CHTT,1104,KVMN,Độc lập,Nội thành,B2C
CHTT,1105,KVMN,Độc lập,Nội thành,B2C
CHTT,1106,KVMN,Độc lập,Nội thành,B2C
CHTT,1107,KVMN,Độc lập,Nội thành,B2C
CHTT,1108,KVMN,Độc lập,Nội thành,B2C
CHTT,1109,KVMN,Độc lập,Nội thành,B2C
CHTT,1110,KVMN,Độc lập,Nội thành,B2C
CHTT,1111,KVMN,Độc lập,Nội thành,B2C
CHTT,1112,KVMN,Độc lập,Nội thành,B2C
CHTT,1113,KVMN,Độc lập,TT hành chính kinh tế,B2C
CHTT,1114,KVMN,Store In Store,Nội thành,B2C
CHTT,1115,KVMN,Độc lập,Nội thành,B2C
CHTT,1116,KVMN,Độc lập,Nội thành,B2C
CHTT,1117,KVMN,Độc lập,Nội thành,B2C
CHTT,1118,KVMN,Độc lập,Nội thành,B2C
CHTT,1119,KVMN,Độc lập,Nội thành,B2C
CHTT,1120,KVMN,Độc lập,Nông thôn,B2C
CHTT,1121,KVMN,Độc lập,Nội thành,B2C
CHTT,1122,KVMN,Độc lập,Nông thôn,B2C
CHTT,1123,KVMN,Độc lập,Nội thành,B2C
CHTT,1124,KVMN,Độc lập,Nội thành,B2C
CHTT,1125,KVMN,Độc lập,Nội thành,B2C
CHTT,1126,KVMN,Độc lập,Nội thành,B2C
CHTT,1127,KVMN,Độc lập,Nội thành,B2C
CHTT,1128,KVMN,Độc lập,Nội thành,B2C
CHTT,1129,KVMN,Độc lập,Nội thành,B2C
CHTT,1130,KVMN,Độc lập,Nội thành,B2C
CHTT,1131,KVMN,Độc lập,Nội thành,B2C
CHTT,1132,KVMN,Độc lập,Nông thôn,B2C
CHTT,1133,KVMN,Độc lập,Nội thành,B2C
CHTT,1134,KVMN,Độc lập,Nội thành,B2C
CHTT,1135,KVMN,Độc lập,Nội thành,B2C
CHTT,1136,KVMN,Độc lập,Nội thành,B2C
CHTT,1137,KVMN,Độc lập,Nội thành,B2C
CHTT,1138,KVMN,Độc lập,Nông thôn,B2C
CHTT,1139,KVMN,Độc lập,Nội thành,B2C
CHTT,1140,KVMN,Độc lập,Nội thành,B2C
CHTT,1141,KVMN,Độc lập,Nội thành,B2C
CHTT,1142,KVMN,Độc lập,Nông thôn,B2C
CHTT,1143,KVMN,Độc lập,Nội thành,B2C
CHTT,1144,KVMN,Độc lập,Nội thành,B2C
CHTT,1145,KVMN,Độc lập,Nông thôn,B2C
CHTT,1146,KVMN,Độc lập,Nông thôn,B2C
CHTT,1148,KVMN,Độc lập,Nội thành,B2C
CHTT,1201,KVMB,Độc lập,Nội thành,B2C
CHTT,1202,KVMB,Độc lập,Nội thành,B2C
CHTT,1203,KVMB,Độc lập,Nội thành,B2C
CHTT,1204,KVMB,Độc lập,Nội thành,B2C
CHTT,1205,KVMB,Store In Store,Nội thành,B2C
CHTT,1206,KVMB,Độc lập,Nội thành,B2C
CHTT,1207,KVMB,Độc lập,Nội thành,B2C
CHTT,1208,KVMB,Độc lập,Nội thành,B2C
CHTT,1209,KVMB,Độc lập,Nội thành,B2C
CHTT,1210,KVMB,Độc lập,Nội thành,B2C
CHTT,1211,KVMB,Độc lập,Nội thành,B2C
CHTT,1212,KVMB,Độc lập,Nội thành,B2C
CHTT,1213,KVMB,Độc lập,Nội thành,B2C
CHTT,1214,KVMB,Độc lập,Nội thành,B2C
CHTT,1215,KVMB,Độc lập,Nông thôn,B2C
CHTT,1216,KVMB,Độc lập,Nội thành,B2C
CHTT,1217,KVMB,Độc lập,Nội thành,B2C
CHTT,1218,KVMB,Độc lập,Nội thành,B2C
CHTT,1219,KVMB,Độc lập,Nội thành,B2C
CHTT,1220,KVMB,Độc lập,Nông thôn,B2C
CHTT,1221,KVMB,Độc lập,Nội thành,B2C
CHTT,1222,KVMB,Độc lập,Nội thành,B2C
CHTT,1223,KVMB,Độc lập,Nội thành,B2C
CHTT,1224,KVMB,Độc lập,Nội thành,B2C
CHTT,1225,KVMB,Độc lập,Nội thành,B2C
CHTT,1226,KVMB,Độc lập,Nội thành,B2C
CHTT,1227,KVMB,Độc lập,Nội thành,B2C
CHTT,1228,KVMB,Độc lập,Nội thành,B2C
CHTT,1230,KVMB,Độc lập,Nội thành,B2C
CHTT,1231,KVMB,Độc lập,Nội thành,B2C
CHTT,1232,KVMB,Độc lâp,Nông thôn,B2C
CHTT,1232,KVMB,Độc lập,Nông thôn,B2C
CHTT,1233,KVMB,Độc lập,Nội thành,B2C
CHTT,1234,KVMB,Độc lập,Nội thành,B2C
CHTT,1235,KVMB,Độc lập,Nội thành,B2C
CHTT,1301,Trung Quốc,Pop - up,Nông thôn,B2C
CHTT,1401,KVMTR,Store In Store,Nội thành,B2C
CHTT,1402,KVMTR,Độc lập,Nội thành,B2C
CHTT,1403,KVMB,Độc lập,Nội thành,B2C
CHTT,1404,KVMTR,Store In Store,Nội thành,B2C
CHTT,1405,KVMTR,Độc lập,Nội thành,B2C
CHTT,1406,KVMTR,Độc lập,Nội thành,B2C
CHTT,1407,KVMTR,Độc lập,Nội thành,B2C
CHTT,1408,KVMTR,Độc lập,Nội thành,B2C
CHTT,1409,KVMTR,Độc lập,Nội thành,B2C
CHTT,1410,KVMB,Độc lập,Nội thành,B2C
CHTT,1411,KVMTR,Độc lập,Nội thành,B2C
CHTT,1412,KVMTR,Độc lập,Nội thành,B2C
CHTT,1413,KVMTR,Độc lập,Nội thành,B2C
CHTT,1414,KVMB,Độc lập,Nội thành,B2C
CHTT,1415,KVMTR,Độc lập,TT hành chính kinh tế,B2C
CHTT,1416,KVMTR,Độc lập,Nội thành,B2C
CHTT,1417,KVMTR,Độc lập,Nội thành,B2C
CHTT,1418,KVMTR,Độc lập,Nội thành,B2C
CHTT,1419,KVMB,Độc lập,Nông thôn,B2C
CHTT,1420,KVMB,Độc lập,Nông thôn,B2C
CHTT,1421,KVMTR,Độc lập,Nông thôn,B2C
CHTT,1422,KVMTR,Độc lập,Nội thành,B2C
CHTT,1501,KVMT,Độc lập,TT hành chính kinh tế,B2C
CHTT,1502,KVMT,Độc lập,Nội thành,B2C
CHTT,1503,KVMT,Độc lập,Nội thành,B2C
CHTT,1504,KVMT,Độc lập,Nội thành,B2C
CHTT,1505,KVMT,Độc lập,TT hành chính kinh tế,B2C
CHTT,1506,KVMT,Độc lập,Nội thành,B2C
CHTT,1507,KVMT,Độc lập,Nội thành,B2C
CHTT,1508,KVMT,Độc lập,Nội thành,B2C
CHTT,1509,KVMT,Độc lập,Nội thành,B2C
CHTT,1510,KVMT,Độc lập,Nội thành,B2C
CHTT,1511,KVMT,Độc lập,Nội thành,B2C
CHTT,1512,KVMT,Độc lập,Nội thành,B2C
CHTT,1513,KVMT,Độc lập,TT hành chính kinh tế,B2C
CHTT,1514,KVMT,Độc lập,Nội thành,B2C
CHTT,1515,KVMT,Độc lập,Nội thành,B2C
CHTT,1516,KVMT,Độc lập,Nông thôn,B2C
CHTT,1517,KVMT,Độc lập,Nội thành,B2C
CHTT,1518,KVMT,Độc lập,Nội thành,B2C
CHTT,1519,KVMT,Độc lập,Nông thôn,B2C
CHTT,1520,KVMT,Độc lập,Nội thành,B2C
CHTT,1521,KVMT,Độc lập,Nội thành,B2C
CHTT,1522,KVMT,Độc lập,Nông thôn,B2C
CHTT,1523,KVMT,Độc lập,Nội thành,B2C
CHTT,1524,KVMT,Độc lập,Nội thành,B2C
CHTT,1525,KVMT,Độc lập,Nông thôn,B2C
CHTT,1526,KVMT,Độc lập,TT hành chính kinh tế,B2C
CHTT,1527,KVMT,Độc lập,Nội thành,B2C
CHTT,1601,KVTN,Độc lập,Nội thành,B2C
CHTT,1602,KVTN,Độc lập,Nội thành,B2C
CHTT,1603,KVTN,Độc lập,Nội thành,B2C
CHTT,1604,KVTN,Độc lập,Nội thành,B2C
CHTT,1605,KVTN,Độc lập,Nông thôn,B2C
CHTT,1606,KVTN,Độc lập,Nội thành,B2C
CHTT,1607,KVTN,Độc lập,Nội thành,B2C
CHTT,1608,KVTN,Độc lập,Nội thành,B2C
CHTT,1609,KVTN,Độc lập,Nội thành,B2C
CHTT,1610,KVTN,Độc lập,Nội thành,B2C
CHTT,1611,KVTN,Độc lập,Nông thôn,B2C
CHTT,1612,KVTN,Độc lập,Nội thành,B2C
CHTT,1613,KVTN,Độc lập,Nội thành,B2C
CHTT,1614,KVTN,Độc lập,Nông thôn,B2C
CHTT,1615,KVTN,Độc lập,Nội thành,B2C
CHTT,1616,KVTN,Độc lập,Nội thành,B2C
CHTT,1617,KVTN,Độc lập,Nông thôn,B2C
CHTT,1618,KVTN,Độc lập,Nông thôn,B2C
CHTT,1619,KVTN,Độc lập,Nông thôn,B2C
CHTT,1620,KVTN,Độc lập,Nội thành,B2C
CHTT,1621,KVTN,Độc lập,Nội thành,B2C
CHTT,1622,KVTN,Độc lập,Nông thôn,B2C
CHTT,1623,KVTN,Độc lập,Nông thôn,B2C
CHTT,1624,KVTN,Độc lập,Nông thôn,B2C
CHTT,1625,KVTN,Độc lập,Nội thành,B2C
CHTT,1626,KVTN,Độc lập,Nội thành,B2C
CHTT,1627,KVTN,Độc lập,Nông thôn,B2C
CHTT,1628,KVTN,Độc lập,Nội thành,B2C
CHTT,1801,KVMTR,Độc lập,Nội thành,B2C
CHTT,1802,KVMB,Độc lập,TT hành chính kinh tế,B2C
CHTT,1803,KVMN,Độc lập,TT hành chính kinh tế,B2C
CHTT,1804,KVMN,Độc lập,Nội thành,B2C
CHTT,1147,KVMN,Độc lập,Nông thôn,B2C
CHTT,1149,KVMN,Độc lập,Nông thôn,B2C
CHTT,1150,KVMN,Độc lập,Nội thành,B2C
CHTT,1151,KVMN,Độc lập,Nội thành,B2C
CHTT,1152,KVMN,Độc lập,Nội thành,B2C
CHTT,1153,KVMN,Độc lập,Nông thôn,B2C
CHTT,1154,KVMN,Độc lập,Nội thành,B2C
CHTT,1155,KVMN,Độc lập,Nội thành,B2C
CHTT,1156,KVMN,Độc lập,Nội thành,B2C
CHTT,1157,KVMN,Độc lập,Nông thôn,B2C
CHTT,1158,KVMN,Độc lập,Nội thành,B2C
CHTT,1159,KVMN,Độc lập,Nội thành,B2C
CHTT,1160,KVMN,Độc lập,Nội thành,B2C
CHTT,1161,KVMN,Độc lập,Nội thành,B2C
CHTT,1236,KVMB,Độc lập,Nội thành,B2C
CHTT,1237,KVMB,Độc lập,Nội thành,B2C
CHTT,1238,KVMB,Độc lâp,Nông thôn,B2C
CHTT,1239,KVMB,Độc lập,Nội thành,B2C
CHTT,1240,KVMB,Độc lập,Nông thôn,B2C
CHTT,1241,KVMB,Độc lập,Nội thành,B2C
CHTT,1242,KVMB,Độc lập,Nội thành,B2C
CHTT,1243,KVMB,Độc lập,Nông thôn,B2C
CHTT,1244,KVMB,Độc lập,Nội thành,B2C
CHTT,1245,KVMB,Độc lập,Nội thành,B2C
CHTT,1423,KVMTR,Độc lập,Nông thôn,B2C
CHTT,1424,KVMTR,Độc lập,Nông thôn,B2C
CHTT,1425,KVMTR,Độc lập,Nội thành,B2C
CHTT,1528,KVMT,Độc lập,Nội thành,B2C
CHTT,1805,KVMN,Độc lập,TT hành chính kinh tế,B2C
CHTT,1806,KVMB,Độc lập,TT hành chính kinh tế,B2C
CHTT,1807,KVMN,Độc lập,TT hành chính kinh tế,B2C
CHTT,1808,KVMN,Độc lập,TT hành chính kinh tế,B2C
CHTT,1809,KVMN,Độc lập,Nội thành,B2C
CHTT,2001,KVCA,Độc lập,Khác,B2C
CHTT,1162,KVMN,Độc lập,Nội thành,B2C
CHTT,1163,KVMN,Độc lập,Nông thôn,B2C
CHTT,1164,KVMN,Độc lập,Nội thành,B2C
CHTT,1165,KVMN,Độc lập,Nội thành,B2C
CHTT,1166,KVMN,Độc lập,Nội thành,B2C
CHTT,1246,KVMB,Độc lập,Nội thành,B2C
CHTT,1247,KVMB,Độc lập,Nội thành,B2C
CHTT,1248,KVMB,Độc lập,Nội thành,B2C
CHTT,1249,KVMB,Độc lập,Nội thành,B2C
CHTT,1250,KVMB,Độc lập,Nội thành,B2C
CHTT,1251,KVMB,Độc lập,Nông thôn,B2C
CHTT,1252,KVMB,Độc lập,Nội thành,B2C
CHTT,1253,KVMB,Pop - up,Khác,B2C
CHTT,1254,KVMB,Độc lập,Nội thành,B2C
CHTT,1529,KVMT,Độc lập,Nội thành,B2C
CHTT,1530,KVMT,Độc lập,Nội thành,B2C
CHTT,1531,KVMT,Độc lập,Nông thôn,B2C
CHTT,1630,KVTN,Độc lập,Nông thôn,B2C
CHTT,1810,KVMB,Trong mall,Nội thành,B2C
CHTT,1812,KVMN,Trong mall,Nội thành,B2C
CHTT,1813,KVMN,Trong mall,Nội thành,B2C
CHTT,1167,KVMN,Độc lập,Nội thành,B2C
TGPP,1100,KVMN,Pop - up,Khác,B2B
CHTT,1169,KVMN,Độc lập,Nội thành,B2C
TGPP,1200,KVMB,Pop - up,Khác,B2B
TGPP,1500,Khác,Pop - up,Khác,B2B
TGPP,1600,KVTN,Pop - up,Khác,B2B
CHTT,1811,KVMN,Trong mall,Nội thành,B2C
CHTT,2002,KVCA,Độc lập,Khác,B2C
TGPP,50000185,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000186,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000187,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000188,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000190,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000191,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000200,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000201,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000205,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000215,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000220,Trung Quốc,Độc lập,Khác,B2B
TGPP,50000225,Trung Quốc,Độc lập,Khác,B2B
TGPP,60000011,KVMN,Độc lập,Khác,B2B
TGPP,60000012,KVMN,Độc lập,Khác,B2B
TGPP,60000015,KVMN,Độc lập,Khác,B2B
TGPP,60000017,KVMN,Độc lập,Khác,B2B
TGPP,60000020,KVMN,Độc lập,Khác,B2B
TGPP,60000022,KVMN,Độc lập,Khác,B2B
TGPP,60000023,KVMN,Độc lập,Khác,B2B
TGPP,60000024,KVMN,Độc lập,Khác,B2B
TGPP,60000026,KVMN,Độc lập,Khác,B2B
TGPP,60000028,KVMN,Độc lập,Khác,B2B
TGPP,60000030,KVMN,Độc lập,Khác,B2B
TGPP,60000032,KVMN,Độc lập,Khác,B2B
TGPP,60000033,KVMN,Độc lập,Khác,B2B
TGPP,60000034,KVMN,Độc lập,Khác,B2B
TGPP,60000035,KVMN,Độc lập,Khác,B2B
TGPP,60000037,KVMN,Độc lập,Khác,B2B
TGPP,60000040,KVMN,Độc lập,Khác,B2B
TGPP,60000045,KVMN,Độc lập,Khác,B2B
TGPP,60000048,KVMN,Độc lập,Khác,B2B
TGPP,60000049,KVMN,Độc lập,Khác,B2B
TGPP,60000051,KVMN,Độc lập,Khác,B2B
TGPP,60000053,KVMN,Độc lập,Khác,B2B
TGPP,60000055,KVMN,Độc lập,Khác,B2B
TGPP,60000056,KVMN,Độc lập,Khác,B2B
TGPP,60000059,KVMN,Độc lập,Khác,B2B
TGPP,60000064,KVMN,Độc lập,Khác,B2B
TGPP,60000065,KVMN,Độc lập,Khác,B2B
TGPP,60000067,KVMN,Độc lập,Khác,B2B
TGPP,60000068,KVMN,Độc lập,Khác,B2B
TGPP,60000069,KVMN,Độc lập,Khác,B2B
TGPP,60000070,KVMN,Độc lập,Khác,B2B
TGPP,60000073,KVMN,Độc lập,Khác,B2B
TGPP,60000074,KVMN,Độc lập,Khác,B2B
TGPP,60000075,KVMN,Độc lập,Khác,B2B
TGPP,60000076,KVMN,Độc lập,Khác,B2B
