site_store,region,store_type,urbanization,b2b_b2c,region_enc,urbanization_enc,is_b2b_b2c,store_Khác,store_Online,store_Pop - up,store_Siêu thị,store_Store In Store,store_Trong mall,store_Độc lập
60000860,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60000863,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60000865,KVMT,Độc lập,Nội thành,B2B,3,2,0,False,False,False,False,False,False,True
60000890,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60000901,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60000902,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60000905,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60000911,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60001422,KVMT,Khác,Khác,B2B,3,0,0,True,False,False,False,False,False,False
60002409,KVMT,Độc lập,Nội thành,B2B,3,2,0,False,False,False,False,False,False,True
60002451,KVMT,Độc lập,Khác,B2B,3,0,0,False,False,False,False,False,False,True
60002637,KVMT,Độc lập,Khác,B2B,3,0,0,False,False,False,False,False,False,True
60002750,KVMT,Độc lập,Khác,B2B,3,0,0,False,False,False,False,False,False,True
60002803,KVMT,Khác,Khác,B2B,3,0,0,True,False,False,False,False,False,False
60002815,KVMT,Độc lập,Khác,B2B,3,0,0,False,False,False,False,False,False,True
60002907,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60002972,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60003267,KVMT,Độc lập,Nông thôn,B2B,3,1,0,False,False,False,False,False,False,True
60003380,KVMT,Độc lập,Khác,B2B,3,0,0,False,False,False,False,False,False,True
30000075,KVTN,Khác,Khác,B2B,5,0,0,True,False,False,False,False,False,False
30000108,KVTN,Khác,Khác,B2B,5,0,0,True,False,False,False,False,False,False
30000109,KVTN,Khác,Khác,B2B,5,0,0,True,False,False,False,False,False,False
30000110,KVTN,Khác,Khác,B2B,5,0,0,True,False,False,False,False,False,False
30000111,KVTN,Khác,Khác,B2B,5,0,0,True,False,False,False,False,False,False
60000926,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000932,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000935,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000936,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000938,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000940,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000941,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000942,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000952,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000955,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000957,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000960,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000963,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000968,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60000970,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60001004,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60001018,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60001038,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60001047,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60001048,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60001053,KVTN,Độc lập,Nông thôn,B2B,5,1,0,False,False,False,False,False,False,True
60001060,KVTN,Độc lập,Nông thôn,B2B,5,1,0,False,False,False,False,False,False,True
60001073,KVTN,Độc lập,Nông thôn,B2B,5,1,0,False,False,False,False,False,False,True
60001080,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60001083,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60001099,KVTN,Độc lập,Nông thôn,B2B,5,1,0,False,False,False,False,False,False,True
60001111,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60001120,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60001126,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60001132,KVTN,Độc lập,Nông thôn,B2B,5,1,0,False,False,False,False,False,False,True
60001136,KVTN,Độc lập,Nông thôn,B2B,5,1,0,False,False,False,False,False,False,True
60001137,KVTN,Độc lập,Nông thôn,B2B,5,1,0,False,False,False,False,False,False,True
60001139,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60001149,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60001153,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60001358,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60001389,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60002281,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60002295,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60002666,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60002671,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60002753,KVTN,Độc lập,Nông thôn,B2B,5,1,0,False,False,False,False,False,False,True
60002861,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60003001,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60003005,KVTN,Độc lập,Nông thôn,B2B,5,1,0,False,False,False,False,False,False,True
60003052,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60003065,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60003117,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60003191,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60003219,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
20000076,Trung Quốc,Độc lập,Khác,B2B,7,0,0,False,False,False,False,False,False,True
20000085,Trung Quốc,Độc lập,Khác,B2B,7,0,0,False,False,False,False,False,False,True
20000086,Trung Quốc,Độc lập,Khác,B2B,7,0,0,False,False,False,False,False,False,True
20000095,Trung Quốc,Độc lập,Khác,B2B,7,0,0,False,False,False,False,False,False,True
20000096,Trung Quốc,Độc lập,Khác,B2B,7,0,0,False,False,False,False,False,False,True
20000099,Trung Quốc,Độc lập,Khác,B2B,7,0,0,False,False,False,False,False,False,True
20000101,Trung Quốc,Độc lập,Khác,B2B,7,0,0,False,False,False,False,False,False,True
40000088,Trung Quốc,Khác,Khác,B2B,7,0,0,True,False,False,False,False,False,False
60002316,Trung Quốc,Khác,Khác,B2B,7,0,0,True,False,False,False,False,False,False
40000115,KVMN,Khác,Khác,B2B,2,0,0,True,False,False,False,False,False,False
40000118,KVMN,Khác,Khác,B2B,2,0,0,True,False,False,False,False,False,False
40000120,KVMN,Khác,Khác,B2B,2,0,0,True,False,False,False,False,False,False
60000077,KVMN,Độc lập,Nội thành,B2B,2,2,0,False,False,False,False,False,False,True
60001196,KVMN,Khác,Nội thành,B2B,2,2,0,True,False,False,False,False,False,False
60002636,KVMN,Khác,Nội thành,B2B,2,2,0,True,False,False,False,False,False,False
60003570,KVMN,Độc lập,Nông thôn,B2B,2,1,0,False,False,False,False,False,False,True
60003585,KVMN,Độc lập,Nội thành,B2B,2,2,0,False,False,False,False,False,False,True
60003631,KVMN,Độc lập,Nội thành,B2B,2,2,0,False,False,False,False,False,False,True
60003650,KVMN,Độc lập,Nội thành,B2B,2,2,0,False,False,False,False,False,False,True
60003660,KVMN,Độc lập,Nội thành,B2B,2,2,0,False,False,False,False,False,False,True
40000175,KVMB,Khác,Khác,B2B,1,0,0,True,False,False,False,False,False,False
40000180,KVMB,Khác,Khác,B2B,1,0,0,True,False,False,False,False,False,False
60003565,KVMB,Độc lập,Nội thành,B2B,1,2,0,False,False,False,False,False,False,True
60003615,KVMB,Độc lập,Nội thành,B2B,1,2,0,False,False,False,False,False,False,True
20000208,Trung Quốc,Khác,Khác,B2B,7,0,0,True,False,False,False,False,False,False
60003440,Trung Quốc,Khác,Khác,B2B,7,0,0,True,False,False,False,False,False,False
40000003,KVMT,Khác,Khác,B2B,3,0,0,True,False,False,False,False,False,False
60002801,KVMT,Khác,Khác,B2B,3,0,0,True,False,False,False,False,False,False
30000100,KVTN,Khác,Khác,B2B,5,0,0,True,False,False,False,False,False,False
30000112,KVTN,Khác,Khác,B2B,5,0,0,True,False,False,False,False,False,False
60000975,KVTN,Độc lập,Khác,B2B,5,0,0,False,False,False,False,False,False,True
60001410,KVMTR,Độc lập,Khác,B2B,4,0,0,False,False,False,False,False,False,True
60002670,KVTN,Độc lập,Nội thành,B2B,5,2,0,False,False,False,False,False,False,True
60003375,Khác,Khác,TT hành chính kinh tế,B2B,6,3,0,True,False,False,False,False,False,False
20000210,KVCA,Khác,Khác,B2B,0,0,0,True,False,False,False,False,False,False
60003696,KVMB,Độc lập,Nội thành,B2B,1,2,0,False,False,False,False,False,False,True
60003755,KVMN,Độc lập,Nội thành,B2B,2,2,0,False,False,False,False,False,False,True
60003775,KVMB,Độc lập,Nội thành,B2B,1,2,0,False,False,False,False,False,False,True
60003777,KVMB,Độc lập,Nội thành,B2B,1,2,0,False,False,False,False,False,False,True
60003787,KVMN,Độc lập,Nông thôn,B2B,2,1,0,False,False,False,False,False,False,True
60003155,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003156,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003157,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003158,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003160,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003162,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003163,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003164,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003217,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003260,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003335,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003350,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003355,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003470,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003477,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003183,Khác,Khác,Khác,B2C,6,0,1,True,False,False,False,False,False,False
60003605,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003500,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
60003651,Khác,Online,Khác,B2C,6,0,1,False,True,False,False,False,False,False
1101,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1102,KVMN,Pop - up,Nội thành,B2C,2,2,1,False,False,True,False,False,False,False
1103,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1104,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1105,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1106,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1107,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1108,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1109,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1110,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1111,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1112,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1113,KVMN,Độc lập,TT hành chính kinh tế,B2C,2,3,1,False,False,False,False,False,False,True
1114,KVMN,Store In Store,Nội thành,B2C,2,2,1,False,False,False,False,True,False,False
1115,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1116,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1117,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1118,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1119,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1120,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1121,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1122,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1123,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1124,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1125,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1126,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1127,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1128,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1129,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1130,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1131,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1132,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1133,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1134,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1135,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1136,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1137,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1138,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1139,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1140,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1141,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1142,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1143,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1144,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1145,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1146,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1148,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1201,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1202,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1203,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1204,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1205,KVMB,Store In Store,Nội thành,B2C,1,2,1,False,False,False,False,True,False,False
1206,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1207,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1208,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1209,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1210,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1211,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1212,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1213,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1214,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1215,KVMB,Độc lập,Nông thôn,B2C,1,1,1,False,False,False,False,False,False,True
1216,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1217,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1218,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1219,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1220,KVMB,Độc lập,Nông thôn,B2C,1,1,1,False,False,False,False,False,False,True
1221,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1222,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1223,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1224,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1225,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1226,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1227,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1228,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1230,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1231,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1232,KVMB,Độc lập,Nông thôn,B2C,1,1,1,False,False,False,False,False,False,True
1232,KVMB,Độc lập,Nông thôn,B2C,1,1,1,False,False,False,False,False,False,True
1233,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1234,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1235,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1301,Trung Quốc,Pop - up,Nông thôn,B2C,7,1,1,False,False,True,False,False,False,False
1401,KVMTR,Store In Store,Nội thành,B2C,4,2,1,False,False,False,False,True,False,False
1402,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1403,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1404,KVMTR,Store In Store,Nội thành,B2C,4,2,1,False,False,False,False,True,False,False
1405,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1406,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1407,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1408,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1409,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1410,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1411,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1412,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1413,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1414,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1415,KVMTR,Độc lập,TT hành chính kinh tế,B2C,4,3,1,False,False,False,False,False,False,True
1416,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1417,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1418,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1419,KVMB,Độc lập,Nông thôn,B2C,1,1,1,False,False,False,False,False,False,True
1420,KVMB,Độc lập,Nông thôn,B2C,1,1,1,False,False,False,False,False,False,True
1421,KVMTR,Độc lập,Nông thôn,B2C,4,1,1,False,False,False,False,False,False,True
1422,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1501,KVMT,Độc lập,TT hành chính kinh tế,B2C,3,3,1,False,False,False,False,False,False,True
1502,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1503,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1504,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1505,KVMT,Độc lập,TT hành chính kinh tế,B2C,3,3,1,False,False,False,False,False,False,True
1506,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1507,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1508,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1509,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1510,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1511,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1512,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1513,KVMT,Độc lập,TT hành chính kinh tế,B2C,3,3,1,False,False,False,False,False,False,True
1514,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1515,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1516,KVMT,Độc lập,Nông thôn,B2C,3,1,1,False,False,False,False,False,False,True
1517,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1518,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1519,KVMT,Độc lập,Nông thôn,B2C,3,1,1,False,False,False,False,False,False,True
1520,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1521,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1522,KVMT,Độc lập,Nông thôn,B2C,3,1,1,False,False,False,False,False,False,True
1523,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1524,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1525,KVMT,Độc lập,Nông thôn,B2C,3,1,1,False,False,False,False,False,False,True
1526,KVMT,Độc lập,TT hành chính kinh tế,B2C,3,3,1,False,False,False,False,False,False,True
1527,KVMT,Độc lập,Nội thành,B2C,3,2,1,False,False,False,False,False,False,True
1601,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1602,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1603,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1604,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1605,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1606,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1607,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1608,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1609,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1610,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1611,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1612,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1613,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1614,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1615,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1616,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1617,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1618,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1619,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1620,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1621,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1622,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1623,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1624,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1625,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1626,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1627,KVTN,Độc lập,Nông thôn,B2C,5,1,1,False,False,False,False,False,False,True
1628,KVTN,Độc lập,Nội thành,B2C,5,2,1,False,False,False,False,False,False,True
1801,KVMTR,Độc lập,Nội thành,B2C,4,2,1,False,False,False,False,False,False,True
1802,KVMB,Độc lập,TT hành chính kinh tế,B2C,1,3,1,False,False,False,False,False,False,True
1803,KVMN,Độc lập,TT hành chính kinh tế,B2C,2,3,1,False,False,False,False,False,False,True
1804,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1147,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1149,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1150,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1151,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1152,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1153,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1154,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1155,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1156,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1157,KVMN,Độc lập,Nông thôn,B2C,2,1,1,False,False,False,False,False,False,True
1158,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1159,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1160,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1161,KVMN,Độc lập,Nội thành,B2C,2,2,1,False,False,False,False,False,False,True
1236,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1237,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
1238,KVMB,Độc lập,Nông thôn,B2C,1,1,1,False,False,False,False,False,False,True
1239,KVMB,Độc lập,Nội thành,B2C,1,2,1,False,False,False,False,False,False,True
